timestamp,accX,accY,accZ,pressure,gyroX,gyroY,gyroZ
0.0,-100000.0,-7796.9807692307695,-781.0,2061.826923076923,-49.019230769230774,25.01923076923077,-36.019230769230774
2.0,-100000.0,-7751.923076923077,-781.0,2061.3076923076924,-49.07692307692308,25.076923076923077,-36.07692307692308
4.0,-100000.0,-7721.884615384615,-781.0,2060.9615384615386,-49.11538461538461,25.115384615384617,-36.11538461538461
6.0,-100000.0,-7691.846153846154,-781.0,2060.6153846153848,-49.15384615384615,25.153846153846153,-36.15384615384615
8.0,-100000.0,-7661.807692307692,-781.0,2060.269230769231,-49.19230769230769,25.192307692307693,-36.19230769230769
10.0,-100000.0,-7631.7692307692305,-781.0,2059.923076923077,-49.23076923076923,25.23076923076923,-36.23076923076923
12.0,-100000.0,-7601.7307692307695,-781.0,2059.576923076923,-49.26923076923077,25.26923076923077,-36.26923076923077
14.0,-100000.0,-7571.692307692308,-781.0,2059.230769230769,-49.30769230769231,25.307692307692307,-36.30769230769231
16.0,-100000.0,-7541.653846153846,-781.0,2058.8846153846152,-49.34615384615385,25.346153846153847,-36.34615384615385
18.0,-100000.0,-7511.615384615385,-781.0,2058.5384615384614,-49.38461538461539,25.384615384615383,-36.38461538461539
20.0,-100000.0,-7481.576923076923,-781.0,2058.1923076923076,-49.42307692307692,25.423076923076923,-36.42307692307692
22.0,-100000.0,-7451.538461538462,-781.0,2057.846153846154,-49.46153846153846,25.46153846153846,-36.46153846153846
24.0,-100000.0,-7421.5,-781.0,2057.5,-49.5,25.5,-36.5
26.0,-100000.0,-7391.461538461538,-781.0,2057.153846153846,-49.53846153846154,25.53846153846154,-36.53846153846154
28.0,-100000.0,-7361.423076923077,-781.0,2056.8076923076924,-49.57692307692308,25.576923076923077,-36.57692307692308
30.0,-100000.0,-7331.384615384615,-781.0,2056.4615384615386,-49.61538461538461,25.615384615384617,-36.61538461538461
32.0,-100000.0,-7301.346153846154,-781.0,2056.1153846153848,-49.65384615384615,25.653846153846153,-36.65384615384615
34.0,-100000.0,-7271.307692307692,-781.0,2055.769230769231,-49.69230769230769,25.692307692307693,-36.69230769230769
36.0,-100000.0,-7241.2692307692305,-781.0,2055.423076923077,-49.73076923076923,25.73076923076923,-36.73076923076923
38.0,-100000.0,-7211.2307692307695,-781.0,2055.076923076923,-49.76923076923077,25.76923076923077,-36.76923076923077
40.0,-100000.0,-7181.192307692308,-781.0,2054.730769230769,-49.80769230769231,25.807692307692307,-36.80769230769231
42.0,-100000.0,-7151.153846153846,-781.0,2054.3846153846152,-49.84615384615385,25.846153846153847,-36.84615384615385
44.0,-100000.0,-7121.115384615385,-781.0,2054.0384615384614,-49.88461538461539,25.884615384615383,-36.88461538461539
46.0,-100000.0,-7091.076923076923,-781.0,2053.6923076923076,-49.92307692307692,25.923076923076923,-36.92307692307692
48.0,-100000.0,-7061.038461538462,-781.0,2053.346153846154,-49.96153846153846,25.96153846153846,-36.96153846153846
50.0,-99984.96153846153,-7046.0192307692305,-781.0,2053.2692307692305,-50.019230769230774,26.01923076923077,-37.0
52.0,-99939.84615384616,-7091.076923076923,-781.0,2054.076923076923,-50.07692307692308,26.076923076923077,-37.0
54.0,-99909.76923076923,-7121.115384615385,-781.0,2054.6153846153848,-50.11538461538461,26.115384615384617,-37.0
56.0,-99879.69230769231,-7151.153846153846,-781.0,2055.153846153846,-50.15384615384615,26.153846153846153,-37.0
58.0,-99849.61538461539,-7181.192307692308,-781.0,2055.6923076923076,-50.19230769230769,26.192307692307693,-37.0
60.0,-99819.53846153847,-7211.2307692307695,-781.0,2056.230769230769,-50.23076923076923,26.23076923076923,-37.0
62.0,-99789.46153846153,-7241.2692307692305,-781.0,2056.769230769231,-50.26923076923077,26.26923076923077,-37.0
64.0,-99759.38461538461,-7271.307692307692,-781.0,2057.3076923076924,-50.30769230769231,26.307692307692307,-37.0
66.0,-99729.30769230769,-7301.346153846154,-781.0,2057.846153846154,-50.34615384615385,26.346153846153847,-37.0
68.0,-99699.23076923077,-7331.384615384615,-781.0,2058.3846153846152,-50.38461538461539,26.384615384615383,-37.0
70.0,-99669.15384615384,-7361.423076923077,-781.0,2058.923076923077,-50.42307692307692,26.423076923076923,-37.0
72.0,-99639.07692307692,-7391.461538461538,-781.0,2059.4615384615386,-50.46153846153846,26.46153846153846,-37.0
74.0,-99609.0,-7421.5,-781.0,2060.0,-50.5,26.5,-37.0
76.0,-99578.92307692308,-7451.538461538462,-781.0,2060.5384615384614,-50.53846153846154,26.53846153846154,-37.0
78.0,-99548.84615384616,-7481.576923076923,-781.0,2061.076923076923,-50.57692307692308,26.576923076923077,-37.0
80.0,-99518.76923076923,-7511.615384615385,-781.0,2061.6153846153848,-50.61538461538461,26.615384615384617,-37.0
82.0,-99488.69230769231,-7541.653846153846,-781.0,2062.153846153846,-50.65384615384615,26.653846153846153,-37.0
84.0,-99458.61538461539,-7571.692307692308,-781.0,2062.6923076923076,-50.69230769230769,26.692307692307693,-37.0
86.0,-99428.53846153847,-7601.7307692307695,-781.0,2063.230769230769,-50.73076923076923,26.73076923076923,-37.0
88.0,-99398.46153846153,-7631.7692307692305,-781.0,2063.769230769231,-50.76923076923077,26.76923076923077,-37.0
90.0,-99368.38461538461,-7661.807692307692,-781.0,2064.3076923076924,-50.80769230769231,26.807692307692307,-37.0
92.0,-99338.30769230769,-7691.846153846154,-781.0,2064.846153846154,-50.84615384615385,26.846153846153847,-37.0
94.0,-99308.23076923077,-7721.884615384615,-781.0,2065.3846153846152,-50.88461538461539,26.884615384615383,-37.0
96.0,-99278.15384615384,-7751.923076923077,-781.0,2065.923076923077,-50.92307692307692,26.923076923076923,-37.0
98.0,-99248.07692307692,-7781.961538461538,-781.0,2066.4615384615386,-50.96153846153846,26.96153846153846,-37.0
100.0,-99218.0,-7812.0,-796.0192307692307,2066.903846153846,-50.980769230769226,27.03846153846154,-37.0
102.0,-99218.0,-7812.0,-841.0769230769231,2066.6153846153848,-50.92307692307692,27.153846153846153,-37.0
104.0,-99218.0,-7812.0,-871.1153846153846,2066.423076923077,-50.88461538461539,27.23076923076923,-37.0
106.0,-99218.0,-7812.0,-901.1538461538462,2066.230769230769,-50.84615384615385,27.307692307692307,-37.0
108.0,-99218.0,-7812.0,-931.1923076923077,2066.0384615384614,-50.80769230769231,27.384615384615383,-37.0
110.0,-99218.0,-7812.0,-961.2307692307693,2065.846153846154,-50.76923076923077,27.46153846153846,-37.0
112.0,-99218.0,-7812.0,-991.2692307692307,2065.653846153846,-50.73076923076923,27.53846153846154,-37.0
114.0,-99218.0,-7812.0,-1021.3076923076924,2065.4615384615386,-50.69230769230769,27.615384615384617,-37.0
116.0,-99218.0,-7812.0,-1051.3461538461538,2065.269230769231,-50.65384615384615,27.692307692307693,-37.0
118.0,-99218.0,-7812.0,-1081.3846153846155,2065.076923076923,-50.61538461538461,27.76923076923077,-37.0
120.0,-99218.0,-7812.0,-1111.423076923077,2064.8846153846152,-50.57692307692308,27.846153846153847,-37.0
122.0,-99218.0,-7812.0,-1141.4615384615386,2064.6923076923076,-50.53846153846154,27.923076923076923,-37.0
124.0,-99218.0,-7812.0,-1171.5,2064.5,-50.5,28.0,-37.0
126.0,-99218.0,-7812.0,-1201.5384615384614,2064.3076923076924,-50.46153846153846,28.076923076923077,-37.0
128.0,-99218.0,-7812.0,-1231.576923076923,2064.1153846153848,-50.42307692307692,28.153846153846153,-37.0
130.0,-99218.0,-7812.0,-1261.6153846153848,2063.923076923077,-50.38461538461539,28.23076923076923,-37.0
132.0,-99218.0,-7812.0,-1291.6538461538462,2063.730769230769,-50.34615384615385,28.307692307692307,-37.0
134.0,-99218.0,-7812.0,-1321.6923076923076,2063.5384615384614,-50.30769230769231,28.384615384615383,-37.0
136.0,-99218.0,-7812.0,-1351.7307692307693,2063.346153846154,-50.26923076923077,28.46153846153846,-37.0
138.0,-99218.0,-7812.0,-1381.769230769231,2063.153846153846,-50.23076923076923,28.53846153846154,-37.0
140.0,-99218.0,-7812.0,-1411.8076923076924,2062.9615384615386,-50.19230769230769,28.615384615384617,-37.0
142.0,-99218.0,-7812.0,-1441.8461538461538,2062.769230769231,-50.15384615384615,28.692307692307693,-37.0
144.0,-99218.0,-7812.0,-1471.8846153846155,2062.576923076923,-50.11538461538461,28.76923076923077,-37.0
146.0,-99218.0,-7812.0,-1501.923076923077,2062.3846153846152,-50.07692307692308,28.846153846153847,-37.0
148.0,-99218.0,-7812.0,-1531.9615384615386,2062.1923076923076,-50.03846153846154,28.923076923076923,-37.0
150.0,-99218.0,-7796.9807692307695,-1546.9807692307693,2061.75,-50.019230769230774,29.03846153846154,-37.019230769230774
152.0,-99218.0,-7751.923076923077,-1501.923076923077,2061.0,-50.07692307692308,29.153846153846153,-37.07692307692308
154.0,-99218.0,-7721.884615384615,-1471.8846153846155,2060.5,-50.11538461538461,29.23076923076923,-37.11538461538461
156.0,-99218.0,-7691.846153846154,-1441.8461538461538,2060.0,-50.15384615384615,29.307692307692307,-37.15384615384615
158.0,-99218.0,-7661.807692307692,-1411.8076923076924,2059.5,-50.19230769230769,29.384615384615383,-37.19230769230769
160.0,-99218.0,-7631.7692307692305,-1381.7692307692307,2059.0,-50.23076923076923,29.46153846153846,-37.23076923076923
162.0,-99218.0,-7601.7307692307695,-1351.7307692307693,2058.5,-50.26923076923077,29.53846153846154,-37.26923076923077
164.0,-99218.0,-7571.692307692308,-1321.6923076923076,2058.0,-50.30769230769231,29.615384615384617,-37.30769230769231
166.0,-99218.0,-7541.653846153846,-1291.6538461538462,2057.5,-50.34615384615385,29.692307692307693,-37.34615384615385
168.0,-99218.0,-7511.615384615385,-1261.6153846153845,2057.0,-50.38461538461539,29.76923076923077,-37.38461538461539
170.0,-99218.0,-7481.576923076923,-1231.576923076923,2056.5,-50.42307692307692,29.846153846153847,-37.42307692307692
172.0,-99218.0,-7451.538461538462,-1201.5384615384614,2056.0,-50.46153846153846,29.923076923076923,-37.46153846153846
174.0,-99218.0,-7421.5,-1171.5,2055.5,-50.5,30.0,-37.5
176.0,-99218.0,-7391.461538461538,-1141.4615384615386,2055.0,-50.53846153846154,30.076923076923077,-37.53846153846154
178.0,-99218.0,-7361.423076923077,-1111.423076923077,2054.5,-50.57692307692308,30.153846153846153,-37.57692307692308
180.0,-99218.0,-7331.384615384615,-1081.3846153846152,2054.0,-50.61538461538461,30.23076923076923,-37.61538461538461
182.0,-99218.0,-7301.346153846154,-1051.3461538461538,2053.5,-50.65384615384615,30.307692307692307,-37.65384615384615
184.0,-99218.0,-7271.307692307692,-1021.3076923076923,2053.0,-50.69230769230769,30.384615384615383,-37.69230769230769
186.0,-99218.0,-7241.2692307692305,-991.2692307692307,2052.5,-50.73076923076923,30.46153846153846,-37.73076923076923
188.0,-99218.0,-7211.2307692307695,-961.2307692307692,2052.0,-50.76923076923077,30.53846153846154,-37.76923076923077
190.0,-99218.0,-7181.192307692308,-931.1923076923076,2051.5,-50.80769230769231,30.615384615384617,-37.80769230769231
192.0,-99218.0,-7151.153846153846,-901.1538461538461,2051.0,-50.84615384615385,30.692307692307693,-37.84615384615385
194.0,-99218.0,-7121.115384615385,-871.1153846153845,2050.5,-50.88461538461539,30.76923076923077,-37.88461538461539
196.0,-99218.0,-7091.076923076923,-841.0769230769231,2050.0,-50.92307692307692,30.846153846153847,-37.92307692307692
198.0,-99218.0,-7061.038461538462,-811.0384615384615,2049.5,-50.96153846153846,30.923076923076923,-37.96153846153846
200.0,-99218.0,-7015.9807692307695,-765.9807692307693,2049.153846153846,-50.980769230769226,31.0,-37.980769230769226
202.0,-99218.0,-6970.923076923077,-720.9230769230769,2049.6153846153848,-50.92307692307692,31.0,-37.92307692307692
204.0,-99218.0,-6940.884615384615,-690.8846153846154,2049.923076923077,-50.88461538461539,31.0,-37.88461538461539
206.0,-99218.0,-6910.846153846154,-660.8461538461538,2050.230769230769,-50.84615384615385,31.0,-37.84615384615385
208.0,-99218.0,-6880.807692307692,-630.8076923076923,2050.5384615384614,-50.80769230769231,31.0,-37.80769230769231
210.0,-99218.0,-6850.7692307692305,-600.7692307692307,2050.846153846154,-50.76923076923077,31.0,-37.76923076923077
212.0,-99218.0,-6820.7307692307695,-570.7307692307693,2051.153846153846,-50.73076923076923,31.0,-37.73076923076923
214.0,-99218.0,-6790.692307692308,-540.6923076923076,2051.4615384615386,-50.69230769230769,31.0,-37.69230769230769
216.0,-99218.0,-6760.653846153846,-510.65384615384613,2051.769230769231,-50.65384615384615,31.0,-37.65384615384615
218.0,-99218.0,-6730.615384615385,-480.6153846153846,2052.076923076923,-50.61538461538461,31.0,-37.61538461538461
220.0,-99218.0,-6700.576923076923,-450.57692307692304,2052.3846153846152,-50.57692307692308,31.0,-37.57692307692308
222.0,-99218.0,-6670.538461538462,-420.53846153846155,2052.6923076923076,-50.53846153846154,31.0,-37.53846153846154
224.0,-99218.0,-6640.5,-390.5,2053.0,-50.5,31.0,-37.5
226.0,-99218.0,-6610.461538461538,-360.46153846153845,2053.3076923076924,-50.46153846153846,31.0,-37.46153846153846
228.0,-99218.0,-6580.423076923077,-330.4230769230769,2053.6153846153848,-50.42307692307692,31.0,-37.42307692307692
230.0,-99218.0,-6550.384615384615,-300.38461538461536,2053.923076923077,-50.38461538461539,31.0,-37.38461538461539
